QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L5_N5000_x100
x[42] = -0.4760  job_id = 4b83d8e3-ef65-4c97-8140-77a2c82ceb56
x[43] = -0.4125  job_id = cb65ec20-60e3-4c01-9d9f-1fa5fea019e2
x[44] = -0.3491  job_id = 8ce4d8f9-b90d-46b3-b80c-538ae60f6542
x[45] = -0.2856  job_id = bd24db40-13e4-49a2-8b1e-68ef407faf67
x[46] = -0.2221  job_id = f4b30ea3-8a7e-42b5-aff9-2df62b965379
x[47] = -0.1587  job_id = 2238b1e5-5e04-4d19-97de-fe2cf4c718e2
x[48] = -0.0952  job_id = d3c001b0-43ce-4a16-9123-43176f5e5753
x[49] = -0.0317  job_id = c983cc14-3eb4-4649-b283-6a202e87a2ed
x[50] = +0.0317  job_id = d71b2d50-2630-4b09-8af7-7df1c4b43d59
x[51] = +0.0952  job_id = b7734f24-e3cd-4ed5-87cd-3942d7c9f50b
x[52] = +0.1587  job_id = e3a05f9e-a8c9-4380-8451-a52e0465ceda
x[53] = +0.2221  job_id = 3428a8e5-b483-4ba0-8762-9f7bbae93c68
x[54] = +0.2856  job_id = 0730f3fd-af20-44ea-a041-6be7795aad3c
x[55] = +0.3491  job_id = bb9f4958-5d7b-445e-8436-1182688be6d8
x[56] = +0.4125  job_id = 9079688a-c266-40aa-8184-ab62032101d2
x[57] = +0.4760  job_id = 67b0463b-2527-48c5-a006-a080850488a0
x[58] = +0.5395  job_id = 210f6bc4-6e40-4f07-a8db-85c84dcab7eb
x[59] = +0.6029  job_id = 6f5d6d78-3fbc-4be7-a643-03a443a71d77
x[60] = +0.6664  job_id = 0c9902dd-d974-4268-95b7-96b790d4239a
x[61] = +0.7299  job_id = fb0b2b24-d3bd-4213-a4ef-20c46cdc2d2b
x[62] = +0.7933  job_id = c4693de6-44df-4a13-8bf4-f02f5194fb74
x[63] = +0.8568  job_id = 3c5c027a-32b2-4d39-8465-64fa5f36035f
x[64] = +0.9203  job_id = 28d0ad62-d1af-46c0-a875-5430c7c790a6
x[65] = +0.9837  job_id = 63c401ea-6657-40fe-8940-9ad700205402
x[66] = +1.0472  job_id = 3cd4052b-fe5d-497f-9caa-b6913eb9df60
x[67] = +1.1107  job_id = e977298a-e121-4488-a68e-fa4c37929445
x[68] = +1.1741  job_id = 1bcf9c7a-737e-4d3d-a0e8-d0325444fff1
x[69] = +1.2376  job_id = a25a01b0-866e-45e7-9629-fc3be1d7bda0
x[70] = +1.3011  job_id = 1c82bfce-54ff-4c0e-a77b-39b9ec4e1d00
x[71] = +1.3645  job_id = edec7dc7-a34c-4300-8cf8-eb6438e48021
x[72] = +1.4280  job_id = b2672529-d257-430d-8451-15f87a022d25
x[73] = +1.4915  job_id = 5e854675-f897-403c-b29e-0eabead1f0d1
x[74] = +1.5549  job_id = 427e38ea-5cd4-4564-b32a-bf6cb37c3d95
x[75] = +1.6184  job_id = 47a2ba4d-b0ac-4320-b99a-04973c90337f
x[76] = +1.6819  job_id = a2b80974-9ce5-4edb-8cdd-1c19ec8585f2
x[77] = +1.7453  job_id = 5caf5fe6-8625-473a-a6a0-c96ec637f612
x[78] = +1.8088  job_id = 1765bbd8-1708-42df-8176-2d2ab4d2c9a4
x[79] = +1.8723  job_id = 14c10dba-bc36-4dcf-8ded-162bde47d663
x[80] = +1.9357  job_id = 41573a36-3299-49e6-86e5-22922eecf6ea
x[81] = +1.9992  job_id = 7850ab6e-4e03-4432-9dcc-556065c87042
x[82] = +2.0627  job_id = 64944592-5d00-4c07-b5d5-f179f33447a7
x[83] = +2.1261  job_id = 2049ad28-02ed-44b5-be7e-29162ae65bfe
x[84] = +2.1896  job_id = 372b7d18-3137-4f15-b91c-ebdfbc82d655
x[85] = +2.2531  job_id = a3f457dd-ef21-4c61-a0db-d6c12bb7d418
x[86] = +2.3165  job_id = d5ec52fd-040b-4316-9ea5-ed432be3e4b3
x[87] = +2.3800  job_id = 2b91f891-eb3d-4218-b34d-352e1b112a1a
x[88] = +2.4435  job_id = 16902aea-4f03-48e0-a42b-a7f66787d271
x[89] = +2.5069  job_id = e6319717-4880-46be-b2f6-26fb177d7dfa
x[90] = +2.5704  job_id = 68f6b069-764f-4718-ac5b-4cd29dc3fd4e
x[91] = +2.6339  job_id = 7d3d183a-32e8-4630-aff8-360786a2310d
x[92] = +2.6973  job_id = 54a32407-8322-4163-bf59-c6bd7dfec163
x[93] = +2.7608  job_id = 920f20f0-f5ca-4ef2-9b83-6e49cd30d2d4
x[94] = +2.8243  job_id = cdf9890c-e88c-4a1f-9ca2-0a9c70a56ca6
x[95] = +2.8877  job_id = 7c351baa-00fc-49b5-a7e5-039b728e9f37
x[96] = +2.9512  job_id = 1ebcc3af-d506-4e93-b728-20bacff9818b
x[97] = +3.0147  job_id = ccb29d66-9a4a-4912-bc64-f750be3e48c7
x[98] = +3.0781  job_id = 30dfff60-ec05-4773-ad21-2f220afcdd07
x[99] = +3.1416  job_id = c1af9f7d-7ff0-4cb1-92e4-0498bc179413
