QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L10_N5000_x100
x[42] = -0.4760  job_id = 6148feb8-aeb6-434c-b88e-bfbfb714253d
x[43] = -0.4125  job_id = 7cd26ecd-0fbc-4a20-a2cf-d7e8a3139eb4
x[44] = -0.3491  job_id = 831f77a2-989f-4de2-bfc1-837e407ee3b6
x[45] = -0.2856  job_id = 15be6c91-be1a-4f65-a681-ad7f08bb7e19
x[46] = -0.2221  job_id = e95bea95-946e-4b7f-9016-0728a5df88ad
x[47] = -0.1587  job_id = 243d565d-8e44-4d33-affb-1ad914dd6f6a
x[48] = -0.0952  job_id = a51e03f6-44f8-4ac2-8d39-054eefe3a1f2
x[49] = -0.0317  job_id = f8a98345-31e8-4c5c-b258-796ad9cd3c6c
x[50] = +0.0317  job_id = fb25d8e3-89b6-49b7-bbcc-a65b174a1999
x[51] = +0.0952  job_id = b46ea206-768f-4752-8ab9-f450f2d7fe26
x[52] = +0.1587  job_id = 43cb28ef-0867-4b6b-b9a8-43aa6720a804
x[53] = +0.2221  job_id = 5c681e32-09f4-47d9-a88f-26536e5c0f05
x[54] = +0.2856  job_id = edc5dba4-1d15-4865-8d9b-6c1f73eab488
x[55] = +0.3491  job_id = f6383677-68fd-42f8-8cb2-0e75310b0f08
x[56] = +0.4125  job_id = 4ebf0ce5-0b74-4cc3-8432-04b6795efa21
x[57] = +0.4760  job_id = ddb96725-19c0-42fb-8bdf-e516e8e73f40
x[58] = +0.5395  job_id = ea4f9f89-5c89-4f23-89f0-ba25c42ce84e
x[59] = +0.6029  job_id = 087b8ffb-cba5-4a22-97fd-65096f6e98a8
x[60] = +0.6664  job_id = 6abf0c09-f0fc-42c5-ad3c-6130887e3f7b
x[61] = +0.7299  job_id = ea709d1f-7ba7-4253-b84c-567ad913326c
x[62] = +0.7933  job_id = ae5dc11c-49c0-42b9-b31f-9a8b3a9a1d88
x[63] = +0.8568  job_id = 1b4639ad-d13c-4f07-bec9-24003d276306
x[64] = +0.9203  job_id = 031f717a-76bc-4d33-b889-7e8be5fa8d82
x[65] = +0.9837  job_id = d5bda772-68cc-4fc8-a133-535a71d3ab45
x[66] = +1.0472  job_id = 70d59b2e-726a-4ea3-9800-74fea8712157
x[67] = +1.1107  job_id = bf3ee329-46c7-468a-9fb6-043624f4685b
x[68] = +1.1741  job_id = 86c196d2-6911-46b2-9ec1-5ebcb336d994
x[69] = +1.2376  job_id = 2b948657-ead2-4085-93e5-c4fb4630514f
x[70] = +1.3011  job_id = 01d7b32f-8940-4af9-8446-868a3907e3ff
x[71] = +1.3645  job_id = 51d6ab8e-6b41-4cc4-b413-d27bcc3f5089
x[72] = +1.4280  job_id = 55d78cde-6683-4062-934e-ebcc1cff4b33
x[73] = +1.4915  job_id = 5b67c663-8a52-4b24-b881-e58d167807ff
x[74] = +1.5549  job_id = 39a8c0ae-455b-4f6d-a013-61b5da6857d5
x[75] = +1.6184  job_id = e0693adb-ba38-4010-9145-223c5580e4ce
x[76] = +1.6819  job_id = b6f19e8f-0d7c-4005-b374-88058d54b213
x[77] = +1.7453  job_id = 6fb75e15-21ac-4da3-9ab9-6f474778f9b1
x[78] = +1.8088  job_id = 38d1874b-a901-41d6-a5c4-fa1aab1b8e77
x[79] = +1.8723  job_id = 79bfa407-185a-4a7d-8b7c-5df8ccefb0e3
x[80] = +1.9357  job_id = 09c3ad3f-fc99-4d8f-9d45-0d58f164ab1d
x[81] = +1.9992  job_id = e6fad037-8f5f-4ff4-98a6-6e96c7e718a2
x[82] = +2.0627  job_id = 80590ed8-1646-43f9-91ac-c955801b85a1
x[83] = +2.1261  job_id = aa527222-3bc2-484d-8419-9f26e3185bb0
x[84] = +2.1896  job_id = 6be28e0f-3456-4be0-ac30-5832fd800295
x[85] = +2.2531  job_id = 304f34c7-4991-4726-9244-29a69fe4a948
x[86] = +2.3165  job_id = a42788a6-23a0-40d3-bdac-7f94dd3afe33
x[87] = +2.3800  job_id = 5891da55-f401-421e-b011-d9fb2a6b6165
x[88] = +2.4435  job_id = bf07ad9e-76b8-4eab-8106-a940831ba105
x[89] = +2.5069  job_id = 2a9f8036-aaef-4d56-8ff5-69bd58a5b036
x[90] = +2.5704  job_id = 2234fb35-3e23-4c44-a06d-22df5b189ffa
x[91] = +2.6339  job_id = 188c5ab7-9f32-4b66-9989-c438de3529da
x[92] = +2.6973  job_id = a3eb85e5-43f8-407a-ad5d-979e5f5f6fb2
x[93] = +2.7608  job_id = c5fc5ab3-c2d8-4cfb-8de6-2761029bb6db
x[94] = +2.8243  job_id = b983c73f-0871-46d5-aa0a-ca830f86fc2b
x[95] = +2.8877  job_id = 83b53672-ed1a-4e08-b35a-1ed419672c3e
x[96] = +2.9512  job_id = 6a824778-ac8f-4deb-af99-6bf51b66fac1
x[97] = +3.0147  job_id = 2dc3b0b5-bf1c-4d4f-8046-5a60a31863ba
x[98] = +3.0781  job_id = 1fa4fe4a-045c-42f3-ba53-c580d9bea5f8
x[99] = +3.1416  job_id = 861d629b-d80f-44f5-a665-2947a5d46dfc
